,Title,Location,reviewees,reviewers,reviews,ratings
6079,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Sara,lovely looks pictures  super place  super breakfasts  super hosts  visited cambridge duxford  also great country walks   try   villages circular take map  ,5
6080,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Claus-Uwe,peaceful idyllic gardenhouse lovely village  friendly reliable hosts  like come back ,5
6081,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Joshua,really cosy quiet retreat  loved stay surrounding area  sonia lovely host ,5
6082,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Paul & Angela,nice quiet ,4
6083,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Johnny,sonia tim lovely  sonia welcomed us check seamless  room cosy great shower comfy beds    lovely walks meals local pubs brief visit enjoyed throughly    recommend visiting,5
6084,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Lindsay,idyllic beautiful setting away speed life    perfect place disconnect  appreciate nature beautiful countryside    sonia hospitality attention detail exceeded expectations  look forward staying near future  ,5
6085,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Antony,fantastic location  beautiful little cottage welcoming hosts  sonia tim really accommodating helpful created amazing place stay  breakfast delicious filling  highly recommended ,5
6086,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Lily,cottage better pictures  quaint well presented  hosts friendly easy  breakfast great touch aswell  ,5
6087,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Nicola,beautiful place ever stayed    chose stay little surprise weekend away less hour cycle cambridge station countryside  arrived night time sonia tim  lovely dogs   welcoming accommodating bikes   went poacher staff locals friendly  breakfast pleasant surprise   seen reviews mention breakfast  realise would delivered tray door  cottage clean bed comfortable extras  need including tea coffee  fact cross little footbridge get cottage made feel even quaint magical   highly recommend anyone  ,5
6088,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Peter,interesting place stay  good pub nearby ,5
6089,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Sarah,lovely peaceful place stay  lovely hosts  yummy breakfast nice hot shower    ,5
6090,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Sarah,fabulous bolt hole   lovely area  quiet  comfortable bed fantastic night sleep   host flexible checking earlier enabled get ready family wedding locally   would definitely recommend  lovely area country hope return ,5
6091,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Emily,perfect little getaway  cosy everything need short break country  great walks good pubs  loved touch breakfast doorstep morning  best eggs coffee ever    highly recommend  ,5
6092,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Peter,would highly recommend cottage  little bit cosy perfect weekend getaway ,5
6093,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Rachael,stayed trip cambridge    0 minutes p r   ideal   perfect little cottage  everything would need spotlessly clean   sonia husband perfect hosts   walking distance village pub   lovely breakfast included price   ,5
6094,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Martin,lovely little thatched cottage accessible foot across wooden bridge  idyllic ,5
6095,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Cristina,perfect corner escape crowded busy london  looking peaceful place admire starts nature great  house lovely clean  full care village people really nice    recommended ,5
6096,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Liberty,perfect little fairytale getaway  really warm cosy everything need relaxing time  breakfast menu delivery particular highlight  ,5
6097,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jessica,lovely secluded cottage close cambridge  sonia tim wonderful hosts helpful information local area  breakfast great cottage cosy perfect weekend away ,5
6098,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Callum,really enjoyed staying really quaint little cottage minutes drive park ride wimpole hall  would happily stay ,5
6099,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Hope,really cute cottage peaceful area  lovely couple great communication offered yummy little breakfast morning  great facilities amazingly clean cosy  underfloor heating standing heater made room lovely warm really quickly  dogs made trip even better  friendly fluffy  ,5
6100,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Aron,super escape  would recommend  great rural getaway  forget visit local pub  poacher  sonia welcoming  loved stay valentines  beautiful local surroundings  thank  ,5
6101,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Calum,amazing time staying  sonia warm  friendly helpful  cottage lovely little village  far cambridge    amenities need  fresh breakfast supplied day    would 100  recommend staying like relaxing time away   ,5
6102,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Charles,brilliant individual hideaway,5
6103,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,John,really enjoyed stay   property exactly described lovely cambridge village   check communication sonia tim excellent easy   would thoroughly recommend property ,5
6104,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Lissie,cottage really perfect get away english countryside    although petite  little house lovely thatched cottage complete en suite shower toilet  sonia really thought everything   including kettle  plates  cutlery cork screw  everything exactly listed property specification breakfast served promptly  wifi quick made wish brought laptop watch films dvd player attached tv   easy access car  short drive a1  1   hrs london  situated picturesque village elsworth  local village pubs within easy walking distance hospitable  sonia showed us fantastic 11km walk map ended finding pub   white swan connington  surprising number vegetarian options      would definitely recommend friends would love visit future  thanks sonia tim ,5
6105,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Kim,lovely little place   romantic even  perfect night two  helpful host  brings breakfast door morning  lot way excess space travel light  situated quiet country village  recommended ,5
6106,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Ros,cute room beautiful setting  perfect working papworth hospital   minutes walk great pub  bring slippers though floor bit cold ,5
6107,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Ivan,absolutely lovely little place stay cambridge  hosts charming friendly  felt completely home immediately   ate lunch near pub called  poacher  great  opens 1  00    truly lovely  idyllic little village  perfect needs  ,5
6108,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Dirk,sonia tim wonderful hosts  cottage cozy elegant  underfloor heating  radiator  stayed cold weekend january  cottage easy keep warm  beds really comfortable  enough warm sheets  breakfast delicious  certainly highlight stay   microwave cottage  sonia also left cutlery plates tin microwave  would useful guests wish heat microwave meal  fridge  winter really necessary  placed wine outside door nice chilled ,5
6109,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Wayne,second stay   would use  quaint little cottage like annex lovely village  ,5
6110,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Tim,perfect little getaway city  easy get peaceful picturesce village full listed thatch roof homes    pubs  church community run store    located front garden  cosy cute place couple minutes walk poacher pub good food ales   hosts friendly choose cold breakfast options  museli  yogurt boiled egg  perfectly adequate   know microwave room  would brought popcorn post pub movie watching   ,5
6111,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Niall,wonderful stay  sonja helpful breakfast delicious  room small beautiful everything would need  lovely setting ,5
6112,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Suzannah,little house delightful   treat walk gate find tiny thatched dwelling  sonia thoughtful  underfloor heating  house everything need short stay  picturesque location  highly recommended ,5
6113,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Julie,sonia tony perfect hosts  cosy cottage idyllic tastefully decorated  visiting cambridge  elsworth perfect location route  would recommend anyone  would love return ,5
6114,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Rob,cosy cottage  lovely location welcoming hosts   perfect weekend getaway ,5
6115,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Juliette,really enjoyed one night stay little house     seems everything despite petite size   even underfloor heating much appreciated tiled floors       lovely warm cold november night   breakfast chose lovely     room chairs little house otherwise every convenience      felt welcomed enjoyed quaint access across little bridge surrounding thatched properties    highly recommended ,5
6116,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Eron,lovely hospitality  host courteous  ,3
6117,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jimmy,perfect stay  quite possibly new favorite airbnb experience  every thoughtful detail made stay pleasant possible  space something special  offers comfort almost added bonus  grateful opportunity   ,5
6118,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Chris,cottage looked even better photos  lovely place get away great halloween evening  host fantastic even brought us early breakfast  highly recommended ,5
